Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
1128,10.449,,,,704.6190,16879,-1,Negative,,,,,705.6262,(M-H)-,,,,,,
1129,6.806,,,,1591.0798,16782,-1,Negative,,,,,1592.0871,(M-H)-,,,,,,
1130,8.276,,,,872.5627,16765,-1,Negative,,,,,873.5700,(M-H)-,,,,,,
1131,6.889,,,,745.5093,16760,-1,Negative,,,,,746.5166,(M-H)-,,,,,,
1132,5.051,,,,562.3870,16732,-1,Negative,Lysophosphatidylethanolamine,LPE 24:1,,C29H58NO7P,563.3951,(M-H)-,562.3878,-1.5,1.5,97.33,LPE 24:1,1,LPE 24:1,100.0
1133,3.853,,,,702.3754,16686,-1,Negative,,,,,703.3827,(M-H)-,,,,,,
1134,9.968,,,,112.9857,16663,-1,Negative,,,,,113.9929,(M-H)-,,,,,,
1135,3.713,,,,626.3199,16656,-1,Negative,,,,,627.3271,(M-H)-,,,,,,
1136,6.722,,,,748.6220,16656,-2,Negative,,,,,1499.2586,(M-2H)-2,,,,,,
1137,10.736,,,,1411.9639,16619,-1,Negative,,,,,1412.9711,(M-H)-,,,,,,
1138,5.404,,,,814.4846,16608,-1,Negative,,,,,815.4919,(M-H)-,,,,,,
1139,0.617,,,,105.0170,16581,-1,Negative,,,,,106.0243,(M-H)-,,,,,,
1140,0.718,,,,310.1634,16562,-1,Negative,,,,,311.1707,(M-H)-,,,,,,
1141,0.599,,,,536.8839,16546,-1,Negative,,,,,537.8911,(M-H)-,,,,,,
1142,10.296,,,,630.5424,16522,-1,Negative,,,,,631.5497,(M-H)-,,,,,,
1143,10.720,,,,1385.9488,16518,-1,Negative,,,,,1386.9561,(M-H)-,,,,,,
1144,2.494,,,,564.3300,16485,-1,Negative,Lysophophatidylcholine,LPC 18:2/0:0,,C26H50NO7P,519.3325,(M+CHO2)-,564.3307,-1.3,1.3,81.26,LPC 18:2,1,LPC 18:2,100.0
1145,12.718,,,,330.9997,16479,-1,Negative,,,,,332.0070,(M-H)-,,,,,,
1146,2.017,,,,130.9663,16472,-1,Negative,,,,,131.9736,(M-H)-,,,,,,
1147,2.348,,,,325.1963,16465,-1,Negative,,,,,326.2036,(M-H)-,,,,,,
1148,4.325,,,,281.2594,16459,-1,Negative,,,,,282.2667,(M-H)-,,,,,,
1149,7.537,,,,951.2335,16434,-1,Negative,,,,,952.2408,(M-H)-,,,,,,
1150,10.981,,,,1415.9911,16431,-1,Negative,,,,,1416.9984,(M-H)-,,,,,,
1151,9.315,,,,574.4963,16416,-1,Negative,,,,,575.5036,(M-H)-,,,,,,
1152,3.532,,,,694.4293,16416,-1,Negative,,,,,695.4366,(M-H)-,,,,,,
1153,3.488,,,,685.4010,16412,-1,Negative,,,,,686.4083,(M-H)-,,,,,,
1154,10.058,,,,860.5992,16399,-1,Negative,,,,,861.6065,(M-H)-,,,,,,
1155,10.360,,,,423.4204,16398,-1,Negative,,,,,424.4276,(M-H)-,,,,,,
1156,9.996,,,,1487.1486,16392,-1,Negative,,,,,1488.1559,(M-H)-,,,,,,
1157,3.600,,,,391.2519,16377,-1,Negative,,,,,392.2592,(M-H)-,,,,,,
1158,8.080,,,,788.5783,16353,-1,Negative,,,,,789.5856,(M-H)-,,,,,,
1159,10.441,,,,894.6197,16335,-1,Negative,,,,,895.6270,(M-H)-,,,,,,
1160,5.088,,,,459.3032,16314,-1,Negative,,,,,460.3105,(M-H)-,,,,,,
1161,10.789,,,,966.7168,16281,-1,Negative,,,,,967.7241,(M-H)-,,,,,,
1162,10.455,,,,868.6038,16280,-1,Negative,,,,,869.6111,(M-H)-,,,,,,
1163,0.596,,,,604.8708,16258,-1,Negative,,,,,605.8781,(M-H)-,,,,,,
1164,7.298,,,,899.5650,16257,-1,Negative,Phosphatidylinositol,PI 19:0_20:4,,C48H85O13P,900.5728,(M-H)-,899.5655,-0.6,0.6,88.19,PI 39:4,1,PI 19:0/20:4,100.0
1165,5.914,,,,311.2954,16251,-1,Negative,Free fatty acid,FA 20:0,,C20H40O2,312.3028,(M-H)-,311.2956,-0.5,0.5,90.43,FA 20:0,1,FA 20:0,100.0
1166,2.573,,,,158.9782,16250,-1,Negative,,,,,159.9855,(M-H)-,,,,,,
1167,3.274,,,,574.2755,16239,-1,Negative,,,,,575.2828,(M-H)-,,,,,,
1168,2.332,,,,673.3573,16222,-1,Negative,,,,,674.3645,(M-H)-,,,,,,
1169,12.719,,,,263.0124,16201,-1,Negative,,,,,264.0197,(M-H)-,,,,,,
1170,4.309,,,,395.2287,16196,-1,Negative,,,,,396.2359,(M-H)-,,,,,,
1171,1.519,,,,265.1583,16184,-1,Negative,,,,,266.1655,(M-H)-,,,,,,
1172,10.717,,,,737.6406,16181,-1,Negative,,,,,738.6479,(M-H)-,,,,,,
1173,1.957,,,,369.1271,16178,-1,Negative,,,,,370.1344,(M-H)-,,,,,,
1174,0.621,,,,205.0138,16165,-1,Negative,,,,,206.0211,(M-H)-,,,,,,
1175,7.637,,,,714.5599,16153,-1,Negative,,,,,715.5672,(M-H)-,,,,,,
1176,9.119,,,,608.5250,16131,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d36:2,,C36H69NO3,563.5277,(M+CHO2)-,608.5259,-1.5,1.5,92.50,Cer_NS d36:2,5,,
1177,2.648,,,,543.2405,16110,-1,Negative,,,,,544.2477,(M-H)-,,,,,,
1178,2.964,,,,1103.6492,16087,-1,Negative,,,,,1104.6565,(M-H)-,,,,,,
1179,9.525,,,,749.5064,16085,-1,Negative,,,,,750.5136,(M-H)-,,,,,,
1180,5.033,,,,665.4389,16065,-1,Negative,Phosphatidylglycerol,PG 14:0_14:0,,C34H67O10P,666.4472,(M-H)-,665.4399,-1.5,1.5,82.11,PG 28:0,1,PG 14:0/14:0,100.0
1181,9.495,,,,535.5202,16060,-1,Negative,,,,,536.5275,(M-H)-,,,,,,
1182,5.296,,,,635.4100,16044,-1,Negative,,,,,636.4173,(M-H)-,,,,,,
1183,7.517,,,,931.5518,16042,-1,Negative,,,,,932.5591,(M-H)-,,,,,,
1184,5.712,,,,652.4553,16029,-1,Negative,Lysophophatidylcholine,LPC 24:0/0:0,,C32H66NO7P,607.4577,(M+CHO2)-,652.4559,-1.0,1.0,87.61,LPC 24:0,1,LPC 24:0,100.0
1185,7.170,,,,100.9336,15985,-1,Negative,,,,,101.9409,(M-H)-,,,,,,
1186,2.613,,,,569.2441,15965,-1,Negative,,,,,570.2514,(M-H)-,,,,,,
1187,0.583,,,,646.8560,15956,-1,Negative,,,,,647.8633,(M-H)-,,,,,,
1188,2.487,,,,250.1446,15941,-1,Negative,,,,,251.1519,(M-H)-,,,,,,
1189,12.774,,,,100.9678,15914,-1,Negative,,,,,101.9751,(M-H)-,,,,,,
1190,4.173,,,,453.1775,15909,-1,Negative,,,,,454.1848,(M-H)-,,,,,,
1191,7.164,,,,860.5654,15888,-1,Negative,,,,,861.5726,(M-H)-,,,,,,
1192,1.609,,,,421.1688,15848,-1,Negative,,,,,422.1761,(M-H)-,,,,,,
1193,5.185,,,,885.4891,15840,-1,Negative,,,,,886.4964,(M-H)-,,,,,,
1194,10.071,,,,868.6422,15837,-1,Negative,,,,,869.6495,(M-H)-,,,,,,
1195,9.706,,,,764.5594,15834,-1,Negative,,,,,765.5667,(M-H)-,,,,,,
1196,3.147,,,,594.3404,15824,-1,Negative,,,,,595.3477,(M-H)-,,,,,,
1197,3.141,,,,524.2990,15807,-1,Negative,Lysophosphatidylserine,LPS 18:0,,C24H48NO9P,525.3067,(M-H)-,524.2994,-0.8,0.8,87.47,LPS 18:0,1,LPS 18:0,100.0
1198,3.468,,,,607.3495,15806,-1,Negative,,,,,608.3568,(M-H)-,,,,,,
1199,10.316,,,,856.6217,15777,-1,Negative,,,,,857.6290,(M-H)-,,,,,,
1200,3.303,,,,478.3095,15744,-1,Negative,,,,,479.3168,(M-H)-,,,,,,
1201,1.318,,,,649.1244,15741,-1,Negative,,,,,650.1317,(M-H)-,,,,,,
1202,5.314,,,,868.5210,15733,-1,Negative,,,,,869.5283,(M-H)-,,,,,,
1203,7.460,,,,920.5622,15693,-1,Negative,,,,,921.5695,(M-H)-,,,,,,
1204,6.620,,,,929.5366,15680,-1,Negative,,,,,930.5439,(M-H)-,,,,,,
1205,4.329,,,,508.3403,15659,-1,Negative,Lysophosphatidylethanolamine,LPE 20:0,,C25H52NO7P,509.3481,(M-H)-,508.3409,-1.2,1.2,92.97,LPE 20:0,1,LPE 20:0,100.0
1206,6.370,,,,659.4653,15655,-1,Negative,,,,,660.4725,(M-H)-,,,,,,
1207,10.384,,,,710.6290,15649,-1,Negative,,,,,711.6362,(M-H)-,,,,,,
1208,4.921,,,,487.2262,15627,-1,Negative,,,,,488.2335,(M-H)-,,,,,,
1209,10.871,,,,1478.0092,15600,-1,Negative,Cardiolipin,CL 74:7,,C83H148O17P2,1479.0192,(M-H)-,1478.0119,-1.9,1.9,67.16,CL 74:7,31,,
1210,6.090,,,,749.5667,15600,-1,Negative,,,,,750.5739,(M-H)-,,,,,,
1211,8.864,,,,1486.1174,15574,-1,Negative,,,,,1487.1246,(M-H)-,,,,,,
1212,4.918,,,,850.4769,15561,-1,Negative,,,,,851.4841,(M-H)-,,,,,,
1213,9.359,,,,700.5804,15531,-1,Negative,,,,,701.5876,(M-H)-,,,,,,
1214,10.822,,,,967.0038,15508,-1,Negative,,,,,968.0111,(M-H)-,,,,,,
1215,10.469,,,,1231.2769,15501,-1,Negative,,,,,1232.2842,(M-H)-,,,,,,
1216,3.472,,,,437.2461,15489,-1,Negative,,,,,438.2534,(M-H)-,,,,,,
1217,4.168,,,,437.2003,15482,-1,Negative,,,,,438.2076,(M-H)-,,,,,,
1218,5.172,,,,1422.7710,15458,-1,Negative,,,,,1423.7783,(M-H)-,,,,,,
1219,10.245,,,,676.5876,15436,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:2_23:1,,C41H77NO3,631.5903,(M+CHO2)-,676.5885,-1.4,1.4,69.28,Cer_NS d41:3,2,Cer_NS d18:2/23:1,58.3
1220,6.802,,,,712.4915,15431,-1,Negative,Phosphatidylethanolamine,PE 16:1_18:2,,C39H72NO8P,713.4996,(M-H)-,712.4923,-1.1,1.1,91.63,PE 34:3,1,PE 16:1/18:2,100.0
1221,10.410,,,,861.7035,15395,-1,Negative,,,,,862.7108,(M-H)-,,,,,,
1222,2.308,,,,325.2219,15394,-1,Negative,,,,,326.2292,(M-H)-,,,,,,
1223,10.788,,,,1447.9616,15391,-1,Negative,,,,,1448.9688,(M-H)-,,,,,,
1224,4.185,,,,607.1628,15390,-1,Negative,,,,,608.1701,(M-H)-,,,,,,
1225,6.530,,,,850.5598,15365,-1,Negative,Phosphatidylcholine,PC 16:1_22:5,,C46H80NO8P,805.5622,(M+CHO2)-,850.5604,-0.6,0.6,92.23,PC 38:6,2,PC 16:1/22:5,86.9
1226,10.143,,,,687.5199,15356,-1,Negative,,,,,688.5271,(M-H)-,,,,,,
1227,10.340,,,,824.5784,15306,-1,Negative,,,,,825.5857,(M-H)-,,,,,,
1228,6.269,,,,764.4996,15299,-1,Negative,,,,,765.5069,(M-H)-,,,,,,
1229,5.332,,,,861.4965,15297,-1,Negative,,,,,862.5038,(M-H)-,,,,,,
1230,4.617,,,,628.3201,15291,-1,Negative,,,,,629.3274,(M-H)-,,,,,,
1231,3.460,,,,591.3721,15265,-1,Negative,,,,,592.3793,(M-H)-,,,,,,
1232,1.580,,,,385.1783,15261,-1,Negative,,,,,386.1856,(M-H)-,,,,,,
1233,0.617,,,,134.0471,15252,-1,Negative,,,,,135.0544,(M-H)-,,,,,,
1234,9.212,,,,803.6278,15250,-1,Negative,,,,,804.6351,(M-H)-,,,,,,
1235,8.556,,,,814.5958,15243,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:0e_20:3,,C44H84NO7P,769.5985,(M+CHO2)-,814.5967,-1.2,1.2,88.38,EtherPC 36:3e,2,EtherPC 16:0e/20:3,67.2
1236,3.887,,,,365.2460,15223,-1,Negative,,,,,366.2533,(M-H)-,,,,,,
1237,8.697,,,,716.5723,15199,-1,Negative,,,,,717.5795,(M-H)-,,,,,,
1238,5.355,,,,459.3263,15173,-1,Negative,,,,,460.3336,(M-H)-,,,,,,
1239,4.273,,,,242.1760,15172,-1,Negative,,,,,243.1833,(M-H)-,,,,,,
1240,3.861,,,,506.3250,15165,-1,Negative,Lysophosphatidylethanolamine,LPE 20:1,,C25H50NO7P,507.3325,(M-H)-,506.3252,-0.4,0.4,97.18,LPE 20:1,1,LPE 20:1,100.0
1241,11.140,,,,986.7031,15164,-1,Negative,,,,,987.7104,(M-H)-,,,,,,
1242,5.721,,,,678.4709,15159,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 26:1e,,C34H68NO7P,633.4733,(M+CHO2)-,678.4715,-1.0,1.0,78.90,EtherPC 26:1e,3,,
1243,9.286,,,,874.5784,15123,-1,Negative,,,,,875.5857,(M-H)-,,,,,,
1244,5.843,,,,834.5814,15097,-1,Negative,,,,,835.5887,(M-H)-,,,,,,
1245,8.470,,,,760.5280,15096,-1,Negative,,,,,761.5353,(M-H)-,,,,,,
1246,7.533,,,,952.2345,15064,-1,Negative,,,,,953.2417,(M-H)-,,,,,,
1247,3.762,,,,513.3197,15040,-1,Negative,,,,,514.3270,(M-H)-,,,,,,
1248,4.704,,,,437.2879,15024,-1,Negative,,,,,438.2952,(M-H)-,,,,,,
1249,2.835,,,,188.0927,15022,-1,Negative,,,,,189.1000,(M-H)-,,,,,,
1250,11.078,,,,970.7463,15018,-1,Negative,Phosphatidylcholine,PC 46:2,,C54H104NO8P,925.7500,(M+CHO2)-,970.7482,-1.9,1.9,74.35,PC 46:2,2,,
1251,5.238,,,,923.4896,14983,-1,Negative,,,,,924.4969,(M-H)-,,,,,,
1252,5.184,,,,935.5048,14949,-1,Negative,,,,,936.5121,(M-H)-,,,,,,
1253,12.830,,,,190.9550,14946,-1,Negative,,,,,191.9623,(M-H)-,,,,,,
1254,2.335,,,,439.1643,14926,-1,Negative,,,,,440.1716,(M-H)-,,,,,,
1255,10.340,,,,1395.3462,14897,-1,Negative,,,,,1396.3535,(M-H)-,,,,,,
1256,8.810,,,,888.6230,14888,-1,Negative,,,,,889.6302,(M-H)-,,,,,,
1257,1.077,,,,239.1287,14864,-1,Negative,,,,,240.1359,(M-H)-,,,,,,
1258,7.159,,,,686.4762,14828,-1,Negative,Phosphatidylethanolamine,PE 16:0_16:2,,C37H70NO8P,687.4839,(M-H)-,686.4766,-0.6,0.6,69.71,PE 32:2,1,PE 16:0/16:2,100.0
1259,10.029,,,,740.5595,14822,-1,Negative,,,,,741.5668,(M-H)-,,,,,,
1260,10.316,,,,665.5354,14803,-1,Negative,,,,,666.5427,(M-H)-,,,,,,
1261,8.882,,,,832.5674,14799,-1,Negative,,,,,833.5747,(M-H)-,,,,,,
1262,6.784,,,,850.5592,14774,-1,Negative,Phosphatidylcholine,PC 18:1_20:5,,C46H80NO8P,805.5622,(M+CHO2)-,850.5604,-1.4,1.4,90.12,PC 38:6,3,PC 18:1/20:5,82.4
1263,10.491,,,,731.6301,14771,-1,Negative,,,,,732.6374,(M-H)-,,,,,,
1264,10.451,,,,728.6397,14764,-1,Negative,,,,,729.6469,(M-H)-,,,,,,
1265,2.611,,,,165.0409,14763,-1,Negative,,,,,166.0482,(M-H)-,,,,,,
1266,9.945,,,,843.6576,14742,-1,Negative,,,,,844.6649,(M-H)-,,,,,,
1267,12.805,,,,326.9297,14742,-1,Negative,,,,,327.9370,(M-H)-,,,,,,
1268,6.477,,,,708.5177,14723,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 14:0e_14:0,,C36H74NO7P,663.5203,(M+CHO2)-,708.5185,-1.1,1.1,83.91,EtherPC 28:0e,2,EtherPC 14:0e/14:0,56.2
1269,1.948,,,,388.1552,14689,-1,Negative,,,,,389.1624,(M-H)-,,,,,,
1270,4.575,,,,1027.5541,14680,-1,Negative,,,,,1028.5614,(M-H)-,,,,,,
1271,10.626,,,,1379.3142,14670,-1,Negative,,,,,1380.3215,(M-H)-,,,,,,
1272,8.788,,,,750.4909,14657,-1,Negative,,,,,751.4982,(M-H)-,,,,,,
1273,5.683,,,,978.5936,14642,-1,Negative,,,,,979.6009,(M-H)-,,,,,,
1274,5.971,,,,1339.7351,14611,-1,Negative,,,,,1340.7424,(M-H)-,,,,,,
1275,6.943,,,,832.5105,14605,-1,Negative,,,,,833.5178,(M-H)-,,,,,,
1276,6.587,,,,773.5385,14571,-1,Negative,,,,,774.5457,(M-H)-,,,,,,
1277,12.774,,,,215.0049,14563,-1,Negative,,,,,216.0121,(M-H)-,,,,,,
1278,10.108,,,,1337.8665,14538,-1,Negative,,,,,1338.8738,(M-H)-,,,,,,
1279,8.785,,,,536.5044,14531,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_16:0,,C34H67NO3,537.5121,(M-H)-,536.5048,-0.8,0.8,91.77,Cer_NS d34:1,1,Cer_NS d18:1/16:0,100.0
1280,5.092,,,,981.5701,14517,-1,Negative,,,,,982.5773,(M-H)-,,,,,,
1281,6.952,,,,773.5812,14512,-1,Negative,,,,,774.5885,(M-H)-,,,,,,
1282,10.193,,,,925.6622,14490,-1,Negative,,,,,926.6695,(M-H)-,,,,,,
1283,7.382,,,,935.5940,14464,-1,Negative,Digalactosyldiacylglycerol,DGDG 16:0_16:1,,C47H86O15,890.5967,(M+CHO2)-,935.5949,-0.9,0.9,82.87,DGDG 32:1,1,DGDG 16:0/16:1,100.0
1284,9.139,,,,754.5391,14454,-1,Negative,,,,,755.5463,(M-H)-,,,,,,
1285,6.476,,,,734.4984,14444,-1,Negative,Phosphatidylserine,PS 32:0,,C38H74NO10P,735.5050,(M-H)-,734.4978,0.8,0.8,72.75,PS 32:0,2,,
1286,10.517,,,,956.6569,14432,-1,Negative,,,,,957.6642,(M-H)-,,,,,,
1287,10.540,,,,1305.2965,14426,-1,Negative,,,,,1306.3038,(M-H)-,,,,,,
1288,4.927,,,,319.2406,14421,-1,Negative,,,,,320.2478,(M-H)-,,,,,,
1289,10.120,,,,313.0783,14417,-1,Negative,,,,,314.0856,(M-H)-,,,,,,
1290,8.649,,,,1508.0711,14413,-1,Negative,,,,,1509.0784,(M-H)-,,,,,,
1291,2.531,,,,794.9503,14396,-1,Negative,,,,,795.9576,(M-H)-,,,,,,
1292,12.764,,,,122.9696,14395,-1,Negative,,,,,123.9769,(M-H)-,,,,,,
1293,9.274,,,,798.5260,14370,-1,Negative,,,,,799.5333,(M-H)-,,,,,,
1294,8.038,,,,1494.0324,14369,-1,Negative,,,,,1495.0397,(M-H)-,,,,,,
1295,10.499,,,,650.6085,14350,-1,Negative,,,,,651.6158,(M-H)-,,,,,,
1296,11.420,,,,761.5964,14318,-1,Negative,,,,,762.6037,(M-H)-,,,,,,
1297,8.309,,,,790.4999,14313,-1,Negative,,,,,791.5072,(M-H)-,,,,,,
1298,8.341,,,,1508.1054,14305,-1,Negative,,,,,1509.1126,(M-H)-,,,,,,
1299,8.531,,,,922.5780,14290,-1,Negative,,,,,923.5852,(M-H)-,,,,,,
1300,8.636,,,,1025.2525,14272,-1,Negative,,,,,1026.2598,(M-H)-,,,,,,
1301,3.019,,,,470.3483,14268,-1,Negative,,,,,471.3555,(M-H)-,,,,,,
1302,3.688,,,,1159.7121,14264,-1,Negative,,,,,1160.7194,(M-H)-,,,,,,
1303,3.402,,,,494.2414,14264,-1,Negative,,,,,495.2487,(M-H)-,,,,,,
1304,2.693,,,,424.1772,14233,-1,Negative,,,,,425.1845,(M-H)-,,,,,,
1305,2.241,,,,378.1564,14226,-1,Negative,,,,,379.1636,(M-H)-,,,,,,
1306,12.714,,,,466.9745,14206,-1,Negative,,,,,467.9818,(M-H)-,,,,,,
1307,6.868,,,,751.5858,14170,-1,Negative,,,,,752.5931,(M-H)-,,,,,,
1308,6.018,,,,1587.0484,14167,-1,Negative,,,,,1588.0557,(M-H)-,,,,,,
1309,7.839,,,,1530.0542,14166,-1,Negative,,,,,1531.0614,(M-H)-,,,,,,
1310,12.765,,,,156.9434,14117,-1,Negative,,,,,157.9507,(M-H)-,,,,,,
1311,9.999,,,,1461.1335,14110,-1,Negative,,,,,1462.1408,(M-H)-,,,,,,
1312,7.746,,,,1572.1214,14102,-1,Negative,,,,,1573.1286,(M-H)-,,,,,,
1313,5.353,,,,888.5577,14096,-1,Negative,,,,,889.5650,(M-H)-,,,,,,
1314,10.396,,,,876.6794,14090,-1,Negative,,,,,877.6867,(M-H)-,,,,,,
1315,3.446,,,,620.3545,14064,-1,Negative,,,,,621.3617,(M-H)-,,,,,,
1316,3.689,,,,653.3386,14037,-1,Negative,,,,,654.3459,(M-H)-,,,,,,
1317,3.400,,,,521.2601,14027,-1,Negative,,,,,522.2674,(M-H)-,,,,,,
1318,10.767,,,,1421.9454,14027,-1,Negative,,,,,1422.9527,(M-H)-,,,,,,
1319,3.185,,,,478.3303,14025,-1,Negative,,,,,479.3376,(M-H)-,,,,,,
1320,10.457,,,,980.7680,14020,-1,Negative,,,,,981.7753,(M-H)-,,,,,,
1321,0.608,,,,157.0122,13988,-1,Negative,,,,,158.0195,(M-H)-,,,,,,
1322,11.229,,,,1432.0250,13977,-1,Negative,Cardiolipin,CL 16:0_18:1_18:0_18:1,,C79H150O17P2,1433.0348,(M-H)-,1432.0275,-1.8,1.8,85.44,CL 70:2,4,CL 16:0/18:1/18:0/18:1,42.2
1323,10.338,,,,812.6171,13939,-1,Negative,Phosphatidylethanolamine,PE 41:2,,C46H88NO8P,813.6248,(M-H)-,812.6175,-0.5,0.5,79.74,PE 41:2,3,,
1324,4.966,,,,691.5027,13904,-1,Negative,Sphingomyelin,SM d30:1,,C35H71N2O6P,646.5050,(M+CHO2)-,691.5032,-0.7,0.7,94.96,SM d30:1,10,,
1325,3.072,,,,588.2519,13903,-1,Negative,,,,,589.2592,(M-H)-,,,,,,
1326,10.428,,,,527.4467,13885,-1,Negative,,,,,528.4540,(M-H)-,,,,,,
1327,0.565,,,,296.8902,13881,-1,Negative,,,,,297.8975,(M-H)-,,,,,,
1328,6.938,,,,712.4917,13877,-1,Negative,Phosphatidylethanolamine,PE 34:3,,C39H72NO8P,713.4996,(M-H)-,712.4923,-0.8,0.8,93.17,PE 34:3,4,,
1329,11.838,,,,468.2814,13872,-1,Negative,,,,,469.2887,(M-H)-,,,,,,
1330,7.534,,,,313.0781,13857,-1,Negative,,,,,314.0854,(M-H)-,,,,,,
1331,10.453,,,,1004.7680,13857,-1,Negative,,,,,1005.7753,(M-H)-,,,,,,
1332,2.614,,,,699.2685,13848,-1,Negative,,,,,700.2757,(M-H)-,,,,,,
1333,3.525,,,,227.2118,13838,-1,Negative,,,,,228.2191,(M-H)-,,,,,,
1334,6.271,,,,791.5175,13836,-1,Negative,,,,,792.5248,(M-H)-,,,,,,
1335,5.249,,,,731.4856,13835,-1,Negative,Phosphatidylglycerol,PG 16:1_17:1,,C39H73O10P,732.4941,(M-H)-,731.4869,-1.8,1.8,77.84,PG 33:2,1,PG 16:1/17:1,100.0
1336,10.948,,,,1475.9924,13820,-1,Negative,,,,,1476.9997,(M-H)-,,,,,,
1337,4.653,,,,306.1094,13815,-1,Negative,,,,,307.1167,(M-H)-,,,,,,
1338,10.283,,,,165.0409,13813,-1,Negative,,,,,166.0482,(M-H)-,,,,,,
1339,10.547,,,,735.6245,13807,-1,Negative,,,,,736.6318,(M-H)-,,,,,,
1340,7.674,,,,834.5645,13797,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_22:6,,C46H80NO7P,789.5672,(M+CHO2)-,834.5654,-1.2,1.2,71.02,EtherPC 38:7e,1,EtherPC 16:1e/22:6,100.0
1341,3.164,,,,623.1571,13794,-1,Negative,,,,,624.1644,(M-H)-,,,,,,
1342,9.911,,,,807.5497,13781,-1,Negative,,,,,808.5570,(M-H)-,,,,,,
1343,3.936,,,,622.3693,13777,-1,Negative,,,,,623.3766,(M-H)-,,,,,,
1344,6.261,,,,716.5310,13770,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d32:1,,C38H73NO8,671.5336,(M+CHO2)-,716.5318,-1.1,1.1,86.98,HexCer_NS d32:1,7,,
1345,2.648,,,,825.4893,13769,-1,Negative,,,,,826.4966,(M-H)-,,,,,,
1346,7.193,,,,792.5318,13767,-1,Negative,,,,,793.5391,(M-H)-,,,,,,
1347,9.968,,,,908.6375,13733,-1,Negative,Phosphatidylcholine,PC 42:5,,C50H90NO8P,863.6404,(M+CHO2)-,908.6386,-1.2,1.2,89.43,PC 42:5,2,,
1348,5.748,,,,709.5051,13724,-1,Negative,,,,,710.5123,(M-H)-,,,,,,
1349,2.978,,,,598.2888,13716,-1,Negative,,,,,599.2961,(M-H)-,,,,,,
1350,3.826,,,,731.2781,13705,-1,Negative,,,,,732.2854,(M-H)-,,,,,,
1351,2.677,,,,620.2604,13692,-1,Negative,,,,,621.2677,(M-H)-,,,,,,
1352,6.765,,,,953.5359,13662,-1,Negative,,,,,954.5431,(M-H)-,,,,,,
1353,4.156,,,,355.2641,13661,-1,Negative,,,,,356.2714,(M-H)-,,,,,,
1354,4.020,,,,522.2725,13653,-1,Negative,,,,,523.2798,(M-H)-,,,,,,
1355,2.330,,,,455.1420,13653,-1,Negative,,,,,456.1493,(M-H)-,,,,,,
1356,5.664,,,,803.1958,13627,-1,Negative,,,,,804.2031,(M-H)-,,,,,,
1357,9.338,,,,1476.0788,13625,-1,Negative,,,,,1477.0861,(M-H)-,,,,,,
1358,6.281,,,,893.5536,13612,-1,Negative,,,,,894.5609,(M-H)-,,,,,,
1359,10.251,,,,847.6459,13579,-1,Negative,,,,,848.6532,(M-H)-,,,,,,
1360,7.075,,,,873.5488,13555,-1,Negative,,,,,874.5560,(M-H)-,,,,,,
1361,0.592,,,,724.8719,13495,-1,Negative,,,,,725.8792,(M-H)-,,,,,,
1362,10.104,,,,910.6534,13492,-1,Negative,Phosphatidylcholine,PC 42:4,,C50H92NO8P,865.6561,(M+CHO2)-,910.6543,-0.9,0.9,81.51,PC 42:4,3,,
1363,0.530,,,,117.0194,13488,-1,Negative,,,,,118.0267,(M-H)-,,,,,,
1364,9.310,,,,1462.1206,13463,-1,Negative,,,,,1463.1278,(M-H)-,,,,,,
1365,7.451,,,,852.6347,13454,-1,Negative,,,,,853.6420,(M-H)-,,,,,,
1366,10.697,,,,842.6640,13450,-1,Negative,Phosphatidylethanolamine,PE 25:0_18:1,,C48H94NO8P,843.6717,(M-H)-,842.6644,-0.5,0.5,77.27,PE 43:1,2,PE 25:0/18:1,71.3
1367,2.963,,,,532.2991,13432,-1,Negative,,,,,533.3064,(M-H)-,,,,,,
1368,6.595,,,,977.5361,13428,-1,Negative,,,,,978.5434,(M-H)-,,,,,,
1369,6.330,,,,907.5626,13408,-1,Negative,,,,,908.5699,(M-H)-,,,,,,
1370,10.147,,,,1541.2367,13405,-1,Negative,,,,,1542.2440,(M-H)-,,,,,,
1371,9.969,,,,945.6425,13346,-1,Negative,Phosphatidylinositol,PI 42:2,,C51H95O13P,946.6510,(M-H)-,945.6438,-1.3,1.3,93.53,PI 42:2,2,,
1372,10.697,,,,1455.3334,13330,-1,Negative,,,,,1456.3407,(M-H)-,,,,,,
1373,8.349,,,,1590.1684,13319,-1,Negative,,,,,1591.1756,(M-H)-,,,,,,
1374,6.550,,,,836.5944,13316,-1,Negative,,,,,837.6017,(M-H)-,,,,,,
