Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
1244,0.538,,,,131.0352,14558,-1,Negative,,,,,132.0425,(M-H)-,,,,,,
1245,5.843,,,,1535.0167,14536,-1,Negative,,,,,1536.0240,(M-H)-,,,,,,
1246,4.428,,,,519.3687,14529,-1,Negative,,,,,520.3759,(M-H)-,,,,,,
1247,12.829,,,,190.9550,14488,-1,Negative,,,,,191.9623,(M-H)-,,,,,,
1248,4.311,,,,395.2286,14456,-1,Negative,,,,,396.2359,(M-H)-,,,,,,
1249,0.215,,,,982.9911,14451,-1,Negative,,,,,983.9984,(M-H)-,,,,,,
1250,5.786,,,,831.5018,14450,-1,Negative,Phosphatidylinositol,PI 18:0_16:3,,C43H77O13P,832.5102,(M-H)-,831.5029,-1.3,1.3,79.93,PI 34:3,1,PI 18:0/16:3,100.0
1251,10.835,,,,1473.9764,14437,-1,Negative,,,,,1474.9837,(M-H)-,,,,,,
1252,10.509,,,,956.6570,14435,-1,Negative,,,,,957.6642,(M-H)-,,,,,,
1253,4.994,,,,933.4891,14423,-1,Negative,,,,,934.4964,(M-H)-,,,,,,
1254,9.239,,,,676.5277,14418,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_16:0,,C37H76NO7P,677.5359,(M-H)-,676.5287,-1.5,1.5,95.31,EtherPE 32:0e,2,EtherPE 16:0e/16:0,57.2
1255,7.161,,,,670.4810,14415,-1,Negative,,,,,671.4883,(M-H)-,,,,,,
1256,12.762,,,,156.9433,14397,-1,Negative,,,,,157.9506,(M-H)-,,,,,,
1257,10.257,,,,922.6591,14364,-1,Negative,,,,,923.6664,(M-H)-,,,,,,
1258,10.287,,,,835.6445,14356,-1,Negative,,,,,836.6518,(M-H)-,,,,,,
1259,0.627,,,,135.0451,14334,-1,Negative,,,,,136.0524,(M-H)-,,,,,,
1260,9.734,,,,1193.7881,14314,-1,Negative,,,,,1194.7954,(M-H)-,,,,,,
1261,12.499,,,,94.9250,14296,-1,Negative,,,,,95.9323,(M-H)-,,,,,,
1262,5.604,,,,769.5016,14280,-1,Negative,,,,,770.5089,(M-H)-,,,,,,
1263,7.851,,,,843.5836,14273,-1,Negative,,,,,844.5909,(M-H)-,,,,,,
1264,9.979,,,,826.6408,14233,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d40:2,,C46H87NO8,781.6432,(M+CHO2)-,826.6414,-0.7,0.7,90.24,HexCer_NS d40:2,3,,
1265,7.144,,,,821.5541,14224,-1,Negative,,,,,822.5614,(M-H)-,,,,,,
1266,3.464,,,,545.3795,14181,-1,Negative,,,,,546.3868,(M-H)-,,,,,,
1267,4.924,,,,703.4974,14171,-1,Negative,,,,,704.5047,(M-H)-,,,,,,
1268,5.662,,,,820.1864,14152,-1,Negative,,,,,821.1937,(M-H)-,,,,,,
1269,10.779,,,,984.6880,14124,-1,Negative,,,,,985.6952,(M-H)-,,,,,,
1270,8.575,,,,818.5308,14115,-1,Negative,,,,,819.5381,(M-H)-,,,,,,
1271,3.930,,,,441.2626,14102,-1,Negative,,,,,442.2699,(M-H)-,,,,,,
1272,4.177,,,,379.2154,14098,-1,Negative,,,,,380.2227,(M-H)-,,,,,,
1273,1.380,,,,207.1486,14092,-1,Negative,,,,,208.1559,(M-H)-,,,,,,
1274,10.140,,,,899.6470,14081,-1,Negative,,,,,900.6543,(M-H)-,,,,,,
1275,5.926,,,,505.3319,14079,-1,Negative,,,,,506.3391,(M-H)-,,,,,,
1276,2.620,,,,699.2687,14069,-1,Negative,,,,,700.2760,(M-H)-,,,,,,
1277,9.653,,,,750.5991,14060,-1,Negative,,,,,751.6064,(M-H)-,,,,,,
1278,6.239,,,,1109.6943,14040,-1,Negative,,,,,1110.7016,(M-H)-,,,,,,
1279,8.687,,,,774.5622,14031,-1,Negative,,,,,775.5695,(M-H)-,,,,,,
1280,7.429,,,,732.4972,14025,-1,Negative,,,,,733.5044,(M-H)-,,,,,,
1281,10.073,,,,852.6566,14011,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d42:3,,C48H89NO8,807.6588,(M+CHO2)-,852.6570,-0.5,0.5,77.81,HexCer_NS d42:3,40,,
1282,4.653,,,,306.1094,14008,-1,Negative,,,,,307.1167,(M-H)-,,,,,,
1283,4.731,,,,465.2884,13994,-1,Negative,,,,,466.2957,(M-H)-,,,,,,
1284,0.572,,,,400.0025,13993,-1,Negative,,,,,401.0097,(M-H)-,,,,,,
1285,2.214,,,,335.1896,13985,-1,Negative,,,,,336.1969,(M-H)-,,,,,,
1286,4.936,,,,741.4684,13983,-1,Negative,,,,,742.4757,(M-H)-,,,,,,
1287,4.159,,,,311.1684,13961,-1,Negative,,,,,312.1757,(M-H)-,,,,,,
1288,2.455,,,,522.2832,13950,-1,Negative,Lysophosphatidylserine,LPS 18:1,,C24H46NO9P,523.2910,(M-H)-,522.2837,-1.1,1.1,78.93,LPS 18:1,1,LPS 18:1,100.0
1289,12.789,,,,215.0050,13931,-1,Negative,,,,,216.0123,(M-H)-,,,,,,
1290,10.393,,,,676.5990,13927,-1,Negative,,,,,677.6063,(M-H)-,,,,,,
1291,6.549,,,,830.5155,13913,-1,Negative,,,,,831.5228,(M-H)-,,,,,,
1292,8.103,,,,553.4945,13885,-1,Negative,,,,,554.5018,(M-H)-,,,,,,
1293,10.650,,,,1334.2435,13874,-1,Negative,,,,,1335.2508,(M-H)-,,,,,,
1294,1.554,,,,267.1439,13850,-1,Negative,,,,,268.1512,(M-H)-,,,,,,
1295,3.486,,,,311.2013,13845,-1,Negative,,,,,312.2086,(M-H)-,,,,,,
1296,5.314,,,,831.5021,13843,-1,Negative,Phosphatidylinositol,PI 34:3,,C43H77O13P,832.5102,(M-H)-,831.5029,-1.0,1.0,86.11,PI 34:3,3,,
1297,10.605,,,,1039.7940,13828,-1,Negative,,,,,1040.8013,(M-H)-,,,,,,
1298,2.808,,,,469.2837,13828,-1,Negative,,,,,470.2910,(M-H)-,,,,,,
1299,1.086,,,,295.1370,13819,-1,Negative,,,,,296.1442,(M-H)-,,,,,,
1300,3.165,,,,640.1478,13818,-1,Negative,,,,,641.1550,(M-H)-,,,,,,
1301,10.462,,,,980.7679,13793,-1,Negative,,,,,981.7751,(M-H)-,,,,,,
1302,5.393,,,,397.3320,13788,-1,Negative,,,,,398.3392,(M-H)-,,,,,,
1303,9.984,,,,908.6377,13782,-1,Negative,Phosphatidylcholine,PC 42:5,,C50H90NO8P,863.6404,(M+CHO2)-,908.6386,-1.0,1.0,73.55,PC 42:5,2,,
1304,4.936,,,,969.5323,13779,-1,Negative,,,,,970.5395,(M-H)-,,,,,,
1305,10.622,,,,1040.8005,13773,-1,Negative,,,,,1041.8078,(M-H)-,,,,,,
1306,5.105,,,,829.4865,13750,-1,Negative,Phosphatidylinositol,PI 18:0_16:4,,C43H75O13P,830.4945,(M-H)-,829.4873,-0.9,0.9,93.42,PI 34:4,1,PI 18:0/16:4,100.0
1307,10.334,,,,1412.3359,13699,-1,Negative,,,,,1413.3431,(M-H)-,,,,,,
1308,3.124,,,,541.2694,13661,-1,Negative,,,,,542.2767,(M-H)-,,,,,,
1309,7.293,,,,1584.1219,13640,-1,Negative,,,,,1585.1292,(M-H)-,,,,,,
1310,3.853,,,,702.3753,13640,-1,Negative,,,,,703.3826,(M-H)-,,,,,,
1311,5.583,,,,949.5039,13603,-1,Negative,,,,,950.5112,(M-H)-,,,,,,
1312,0.591,,,,536.8837,13570,-1,Negative,,,,,537.8910,(M-H)-,,,,,,
1313,2.812,,,,676.3047,13557,-1,Negative,,,,,677.3120,(M-H)-,,,,,,
1314,10.269,,,,822.6006,13551,-1,Negative,Phosphatidylethanolamine,PE 22:0_20:4,,C47H86NO8P,823.6091,(M-H)-,822.6018,-1.5,1.5,71.05,PE 42:4,2,PE 22:0/20:4,62.5
1315,7.861,,,,814.5592,13541,-1,Negative,Phosphatidylserine,PS 18:1_20:1,,C44H82NO10P,815.5676,(M-H)-,814.5604,-1.4,1.4,68.35,PS 38:2,3,PS 18:1/20:1,64.5
1316,6.523,,,,686.4764,13537,-1,Negative,Phosphatidylethanolamine,PE 16:1_16:1,,C37H70NO8P,687.4839,(M-H)-,686.4766,-0.3,0.3,92.40,PE 32:2,1,PE 16:1/16:1,100.0
1317,10.677,,,,652.6242,13526,-1,Negative,,,,,653.6315,(M-H)-,,,,,,
1318,10.143,,,,662.5721,13521,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d40:3,,C40H75NO3,617.5747,(M+CHO2)-,662.5729,-1.3,1.3,69.46,Cer_NS d40:3,3,,
1319,12.674,,,,238.9317,13519,-1,Negative,,,,,239.9390,(M-H)-,,,,,,
1320,10.660,,,,1344.2706,13515,-1,Negative,,,,,1345.2779,(M-H)-,,,,,,
1321,0.699,,,,239.0922,13468,-1,Negative,,,,,240.0994,(M-H)-,,,,,,
1322,9.912,,,,800.6249,13468,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d38:1,,C44H85NO8,755.6275,(M+CHO2)-,800.6257,-1.1,1.1,82.57,HexCer_NS d38:1,13,,
1323,9.676,,,,796.5468,13466,-1,Negative,,,,,797.5541,(M-H)-,,,,,,
1324,2.694,,,,469.1574,13460,-1,Negative,,,,,470.1647,(M-H)-,,,,,,
1325,1.531,,,,307.1581,13414,-1,Negative,,,,,308.1654,(M-H)-,,,,,,
1326,4.362,,,,655.1587,13365,-1,Negative,,,,,656.1659,(M-H)-,,,,,,
1327,8.088,,,,598.5045,13364,-1,Negative,,,,,599.5117,(M-H)-,,,,,,
1328,6.143,,,,927.5212,13348,-1,Negative,,,,,928.5285,(M-H)-,,,,,,
1329,1.966,,,,623.3439,13335,-1,Negative,,,,,624.3512,(M-H)-,,,,,,
1330,12.797,,,,394.9171,13334,-1,Negative,,,,,395.9244,(M-H)-,,,,,,
1331,12.713,,,,466.9744,13319,-1,Negative,,,,,467.9817,(M-H)-,,,,,,
1332,6.951,,,,760.5482,13307,-1,Negative,,,,,761.5555,(M-H)-,,,,,,
1333,10.731,,,,874.6898,13297,-1,Negative,,,,,875.6970,(M-H)-,,,,,,
1334,3.458,,,,485.2823,13294,-1,Negative,,,,,486.2896,(M-H)-,,,,,,
1335,8.137,,,,786.5429,13274,-1,Negative,,,,,787.5502,(M-H)-,,,,,,
1336,10.630,,,,756.6716,13272,-1,Negative,,,,,757.6789,(M-H)-,,,,,,
1337,6.530,,,,313.0783,13268,-1,Negative,,,,,314.0856,(M-H)-,,,,,,
1338,8.826,,,,582.5560,13261,-1,Negative,,,,,583.5633,(M-H)-,,,,,,
1339,10.696,,,,1453.3340,13230,-1,Negative,,,,,1454.3413,(M-H)-,,,,,,
1340,4.169,,,,510.2607,13221,-1,Negative,,,,,511.2679,(M-H)-,,,,,,
1341,8.718,,,,844.5469,13195,-1,Negative,,,,,845.5542,(M-H)-,,,,,,
1342,0.656,,,,159.1027,13173,-1,Negative,,,,,160.1100,(M-H)-,,,,,,
1343,8.228,,,,839.6181,13172,-1,Negative,,,,,840.6254,(M-H)-,,,,,,
1344,4.807,,,,172.9580,13139,-1,Negative,,,,,173.9653,(M-H)-,,,,,,
1345,9.010,,,,860.5417,13136,-1,Negative,,,,,861.5490,(M-H)-,,,,,,
1346,8.438,,,,816.5151,13135,-1,Negative,,,,,817.5223,(M-H)-,,,,,,
1347,8.626,,,,239.0596,13121,-1,Negative,,,,,240.0669,(M-H)-,,,,,,
1348,6.321,,,,804.5000,13115,-1,Negative,,,,,805.5072,(M-H)-,,,,,,
1349,9.768,,,,777.6169,13110,-1,Negative,,,,,778.6242,(M-H)-,,,,,,
1350,1.599,,,,683.3382,13102,-1,Negative,,,,,684.3455,(M-H)-,,,,,,
1351,0.787,,,,241.1443,13099,-1,Negative,,,,,242.1516,(M-H)-,,,,,,
1352,3.451,,,,512.3355,13086,-1,Negative,,,,,513.3427,(M-H)-,,,,,,
1353,12.772,,,,238.9119,13071,-1,Negative,,,,,239.9192,(M-H)-,,,,,,
1354,7.156,,,,768.5139,13069,-1,Negative,,,,,769.5212,(M-H)-,,,,,,
1355,12.677,,,,306.9190,13061,-1,Negative,,,,,307.9262,(M-H)-,,,,,,
1356,6.960,,,,858.5261,13039,-1,Negative,,,,,859.5333,(M-H)-,,,,,,
1357,2.699,,,,475.1741,13024,-1,Negative,,,,,476.1813,(M-H)-,,,,,,
1358,3.445,,,,386.2830,13003,-1,Negative,,,,,387.2903,(M-H)-,,,,,,
1359,0.760,,,,243.1601,12997,-1,Negative,,,,,244.1674,(M-H)-,,,,,,
1360,9.095,,,,674.5121,12988,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_16:0,,C37H74NO7P,675.5203,(M-H)-,674.5130,-1.4,1.4,87.01,EtherPE 32:1e,1,EtherPE 16:1e/16:0,100.0
1361,6.879,,,,767.5186,12988,-1,Negative,,,,,768.5258,(M-H)-,,,,,,
1362,4.076,,,,549.2655,12975,-1,Negative,,,,,550.2728,(M-H)-,,,,,,
1363,1.287,,,,219.1121,12970,-1,Negative,,,,,220.1194,(M-H)-,,,,,,
1364,12.774,,,,78.9657,12968,-1,Negative,,,,,79.9730,(M-H)-,,,,,,
1365,0.396,,,,130.9664,12966,-1,Negative,,,,,131.9736,(M-H)-,,,,,,
1366,0.636,,,,131.0135,12962,-1,Negative,,,,,132.0208,(M-H)-,,,,,,
1367,7.760,,,,822.5677,12961,-1,Negative,,,,,823.5749,(M-H)-,,,,,,
1368,10.055,,,,595.5431,12936,-1,Negative,,,,,596.5503,(M-H)-,,,,,,
1369,3.343,,,,388.2985,12911,-1,Negative,,,,,389.3058,(M-H)-,,,,,,
1370,4.923,,,,325.1840,12908,-1,Negative,,,,,326.1912,(M-H)-,,,,,,
1371,12.898,,,,195.0511,12907,-1,Negative,,,,,196.0584,(M-H)-,,,,,,
1372,12.762,,,,292.8914,12902,-1,Negative,,,,,293.8987,(M-H)-,,,,,,
1373,3.829,,,,877.5149,12878,-1,Negative,,,,,878.5221,(M-H)-,,,,,,
1374,10.101,,,,702.5436,12874,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_16:0,,C39H78NO7P,703.5516,(M-H)-,702.5443,-1.0,1.0,62.91,EtherPE 34:1e,1,EtherPE 18:1e/16:0,100.0
1375,5.659,,,,803.1960,12870,-1,Negative,,,,,804.2033,(M-H)-,,,,,,
1376,3.949,,,,415.2614,12850,-1,Negative,,,,,416.2687,(M-H)-,,,,,,
1377,4.038,,,,522.2730,12836,-1,Negative,,,,,523.2803,(M-H)-,,,,,,
1378,5.948,,,,762.5391,12826,-1,Negative,,,,,763.5464,(M-H)-,,,,,,
1379,3.163,,,,383.2589,12820,-1,Negative,,,,,384.2662,(M-H)-,,,,,,
1380,2.841,,,,669.2956,12803,-1,Negative,,,,,670.3029,(M-H)-,,,,,,
1381,12.816,,,,324.9139,12801,-1,Negative,,,,,325.9211,(M-H)-,,,,,,
1382,2.699,,,,701.3878,12792,-1,Negative,,,,,702.3951,(M-H)-,,,,,,
1383,3.459,,,,311.1670,12772,-1,Negative,,,,,312.1743,(M-H)-,,,,,,
1384,10.880,,,,1424.9695,12751,-2,Negative,,,,,2851.9536,(M-2H)-2,,,,,,
1385,5.091,,,,637.3126,12748,-1,Negative,,,,,638.3199,(M-H)-,,,,,,
1386,0.956,,,,332.1402,12729,-1,Negative,,,,,333.1475,(M-H)-,,,,,,
1387,4.653,,,,346.1770,12727,-1,Negative,,,,,347.1843,(M-H)-,,,,,,
1388,2.813,,,,670.2892,12723,-1,Negative,,,,,671.2965,(M-H)-,,,,,,
1389,9.778,,,,468.2814,12719,-1,Negative,,,,,469.2887,(M-H)-,,,,,,
1390,4.751,,,,397.2390,12715,-1,Negative,,,,,398.2462,(M-H)-,,,,,,
1391,2.559,,,,597.3037,12709,-1,Negative,Lysophosphatidylinositol,LPI 18:1,,C27H51O12P,598.3118,(M-H)-,597.3045,-1.5,1.5,66.53,LPI 18:1,1,LPI 18:1,100.0
1392,4.816,,,,333.2797,12707,-1,Negative,,,,,334.2870,(M-H)-,,,,,,
1393,12.508,,,,404.1876,12704,-1,Negative,,,,,405.1949,(M-H)-,,,,,,
1394,7.906,,,,791.5458,12660,-1,Negative,,,,,792.5531,(M-H)-,,,,,,
1395,0.579,,,,510.8809,12650,-1,Negative,,,,,511.8881,(M-H)-,,,,,,
1396,9.919,,,,807.5494,12626,-1,Negative,,,,,808.5567,(M-H)-,,,,,,
1397,8.951,,,,726.5438,12597,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_20:3,,C41H78NO7P,727.5516,(M-H)-,726.5443,-0.8,0.8,92.10,EtherPE 36:3e,1,EtherPE 16:0e/20:3,100.0
1398,2.019,,,,271.2278,12590,-1,Negative,,,,,272.2351,(M-H)-,,,,,,
1399,7.533,,,,673.4807,12571,-1,Negative,,,,,674.4880,(M-H)-,,,,,,
1400,1.574,,,,265.1800,12565,-1,Negative,,,,,266.1872,(M-H)-,,,,,,
1401,7.659,,,,760.5488,12550,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_16:1,,C40H78NO7P,715.5516,(M+CHO2)-,760.5498,-1.3,1.3,62.47,EtherPC 32:2e,4,EtherPC 16:1e/16:1,56.1
1402,1.409,,,,645.1187,12539,-1,Negative,,,,,646.1259,(M-H)-,,,,,,
1403,6.553,,,,784.5125,12525,-1,Negative,,,,,785.5198,(M-H)-,,,,,,
1404,4.448,,,,507.3688,12520,-1,Negative,,,,,508.3761,(M-H)-,,,,,,
1405,10.416,,,,668.5745,12504,-1,Negative,,,,,669.5818,(M-H)-,,,,,,
1406,7.291,,,,899.5650,12477,-1,Negative,Phosphatidylinositol,PI 19:0_20:4,,C48H85O13P,900.5728,(M-H)-,899.5655,-0.5,0.5,97.12,PI 39:4,1,PI 19:0/20:4,100.0
1407,9.477,,,,596.5257,12457,-1,Negative,,,,,597.5329,(M-H)-,,,,,,
1408,12.698,,,,468.8963,12433,-1,Negative,,,,,469.9036,(M-H)-,,,,,,
1409,8.421,,,,749.5836,12431,-1,Negative,,,,,750.5908,(M-H)-,,,,,,
1410,3.609,,,,389.2459,12394,-1,Negative,,,,,390.2532,(M-H)-,,,,,,
1411,3.230,,,,804.3988,12382,-1,Negative,,,,,805.4061,(M-H)-,,,,,,
1412,4.912,,,,650.4398,12375,-1,Negative,,,,,651.4471,(M-H)-,,,,,,
1413,3.768,,,,700.3178,12362,-1,Negative,,,,,701.3251,(M-H)-,,,,,,
1414,1.955,,,,425.1488,12361,-1,Negative,,,,,426.1561,(M-H)-,,,,,,
1415,9.991,,,,804.5898,12355,-1,Negative,,,,,805.5971,(M-H)-,,,,,,
1416,7.494,,,,544.4496,12347,-1,Negative,,,,,545.4568,(M-H)-,,,,,,
1417,3.955,,,,430.3896,12324,-1,Negative,,,,,431.3969,(M-H)-,,,,,,
1418,2.365,,,,794.9505,12315,-1,Negative,,,,,795.9578,(M-H)-,,,,,,
1419,0.550,,,,295.8199,12312,-1,Negative,,,,,296.8271,(M-H)-,,,,,,
1420,5.603,,,,813.4889,12304,-1,Negative,,,,,814.4962,(M-H)-,,,,,,
1421,6.528,,,,794.5334,12286,-1,Negative,,,,,795.5407,(M-H)-,,,,,,
1422,3.451,,,,363.2303,12260,-1,Negative,,,,,364.2375,(M-H)-,,,,,,
1423,9.619,,,,776.6166,12259,-1,Negative,,,,,777.6239,(M-H)-,,,,,,
1424,7.068,,,,787.5498,12253,-1,Negative,,,,,788.5571,(M-H)-,,,,,,
1425,12.716,,,,604.8705,12239,-1,Negative,,,,,605.8778,(M-H)-,,,,,,
1426,6.541,,,,850.5598,12222,-1,Negative,,,,,851.5671,(M-H)-,,,,,,
1427,3.684,,,,626.3203,12212,-1,Negative,,,,,627.3276,(M-H)-,,,,,,
1428,4.042,,,,602.3038,12180,-1,Negative,,,,,603.3110,(M-H)-,,,,,,
1429,3.470,,,,157.0870,12166,-1,Negative,,,,,158.0943,(M-H)-,,,,,,
1430,1.090,,,,223.0283,12156,-1,Negative,,,,,224.0356,(M-H)-,,,,,,
1431,10.296,,,,936.6691,12156,-1,Negative,Phosphatidylcholine,PC 44:5,,C52H94NO8P,891.6717,(M+CHO2)-,936.6699,-0.9,0.9,84.89,PC 44:5,3,,
1432,12.754,,,,288.9529,12152,-1,Negative,,,,,289.9601,(M-H)-,,,,,,
1433,7.158,,,,796.5487,12137,-1,Negative,,,,,797.5559,(M-H)-,,,,,,
1434,5.703,,,,652.4552,12123,-1,Negative,Lysophophatidylcholine,LPC 24:0/0:0,,C32H66NO7P,607.4577,(M+CHO2)-,652.4559,-1.1,1.1,79.89,LPC 24:0,1,LPC 24:0,100.0
1435,2.615,,,,1200.8120,12116,-1,Negative,,,,,1201.8193,(M-H)-,,,,,,
1436,6.334,,,,792.5194,12105,-1,Negative,,,,,793.5267,(M-H)-,,,,,,
1437,4.315,,,,479.1933,12102,-1,Negative,,,,,480.2006,(M-H)-,,,,,,
1438,8.270,,,,1482.0886,12091,-1,Negative,,,,,1483.0959,(M-H)-,,,,,,
1439,12.768,,,,180.9406,12070,-1,Negative,,,,,181.9478,(M-H)-,,,,,,
1440,5.368,,,,495.3033,12062,-1,Negative,,,,,496.3106,(M-H)-,,,,,,
1441,10.547,,,,738.6605,12048,-1,Negative,,,,,739.6678,(M-H)-,,,,,,
1442,7.509,,,,913.6427,12041,-1,Negative,,,,,914.6499,(M-H)-,,,,,,
1443,6.329,,,,784.5122,12023,-1,Negative,,,,,785.5195,(M-H)-,,,,,,
1444,6.461,,,,776.5062,12009,-1,Negative,,,,,777.5135,(M-H)-,,,,,,
1445,10.399,,,,805.5693,12001,-1,Negative,,,,,806.5765,(M-H)-,,,,,,
1446,8.841,,,,1304.0501,11996,-1,Negative,,,,,1305.0574,(M-H)-,,,,,,
1447,3.446,,,,648.3257,11988,-1,Negative,,,,,649.3330,(M-H)-,,,,,,
1448,6.006,,,,759.5107,11984,-1,Negative,,,,,760.5180,(M-H)-,,,,,,
1449,1.956,,,,542.0826,11976,-1,Negative,,,,,543.0899,(M-H)-,,,,,,
1450,3.849,,,,915.5305,11976,-1,Negative,,,,,916.5378,(M-H)-,,,,,,
1451,8.322,,,,790.5001,11958,-1,Negative,,,,,791.5074,(M-H)-,,,,,,
1452,10.302,,,,1083.2391,11945,-1,Negative,,,,,1084.2464,(M-H)-,,,,,,
1453,0.924,,,,270.2075,11945,-1,Negative,,,,,271.2148,(M-H)-,,,,,,
1454,4.880,,,,624.4240,11929,-1,Negative,Lysophophatidylcholine,LPC 22:0/0:0,,C30H62NO7P,579.4264,(M+CHO2)-,624.4246,-1.0,1.0,88.35,LPC 22:0,1,LPC 22:0,100.0
1455,3.465,,,,431.1635,11909,-1,Negative,,,,,432.1708,(M-H)-,,,,,,
1456,3.822,,,,731.2778,11904,-1,Negative,,,,,732.2851,(M-H)-,,,,,,
1457,0.682,,,,154.0622,11890,-1,Negative,,,,,155.0695,(M-H)-,,,,,,
1458,7.745,,,,896.5626,11878,-1,Negative,,,,,897.5699,(M-H)-,,,,,,
1459,4.925,,,,311.1685,11859,-1,Negative,,,,,312.1758,(M-H)-,,,,,,
1460,8.063,,,,880.5677,11852,-1,Negative,,,,,881.5750,(M-H)-,,,,,,
1461,0.589,,,,604.8709,11849,-1,Negative,,,,,605.8782,(M-H)-,,,,,,
1462,11.414,,,,778.5865,11828,-1,Negative,,,,,779.5937,(M-H)-,,,,,,
1463,4.163,,,,339.1961,11806,-1,Negative,,,,,340.2033,(M-H)-,,,,,,
1464,4.829,,,,815.4865,11801,-1,Negative,Phosphatidylglycerol,PG 20:4_20:5,,C46H73O10P,816.4941,(M-H)-,815.4869,-0.4,0.4,81.17,PG 40:9,3,PG 20:4/20:5,55.3
1465,6.667,,,,1463.0792,11789,-1,Negative,,,,,1464.0865,(M-H)-,,,,,,
1466,7.370,,,,820.5501,11776,-1,Negative,,,,,821.5574,(M-H)-,,,,,,
1467,10.531,,,,938.7571,11767,-1,Negative,,,,,939.7644,(M-H)-,,,,,,
1468,0.544,,,,103.9733,11762,-1,Negative,,,,,104.9806,(M-H)-,,,,,,
1469,1.071,,,,195.1392,11751,-1,Negative,,,,,196.1464,(M-H)-,,,,,,
1470,10.154,,,,223.0284,11735,-1,Negative,,,,,224.0357,(M-H)-,,,,,,
1471,3.648,,,,349.2417,11732,-1,Negative,,,,,350.2490,(M-H)-,,,,,,
1472,6.390,,,,821.5326,11722,-1,Negative,,,,,822.5399,(M-H)-,,,,,,
1473,6.315,,,,910.5037,11688,-1,Negative,,,,,911.5110,(M-H)-,,,,,,
1474,5.423,,,,838.4858,11683,-1,Negative,,,,,839.4931,(M-H)-,,,,,,
1475,7.530,,,,931.5520,11681,-1,Negative,,,,,932.5593,(M-H)-,,,,,,
1476,1.279,,,,207.1484,11658,-1,Negative,,,,,208.1557,(M-H)-,,,,,,
1477,4.076,,,,595.2613,11587,-1,Negative,,,,,596.2686,(M-H)-,,,,,,
1478,4.247,,,,327.2537,11573,-1,Negative,,,,,328.2610,(M-H)-,,,,,,
1479,0.619,,,,172.0226,11546,-1,Negative,,,,,173.0299,(M-H)-,,,,,,
1480,3.839,,,,241.2171,11531,-1,Negative,,,,,242.2244,(M-H)-,,,,,,
1481,3.339,,,,398.3271,11531,-1,Negative,,,,,399.3343,(M-H)-,,,,,,
1482,10.311,,,,679.5068,11524,-1,Negative,,,,,680.5141,(M-H)-,,,,,,
1483,10.578,,,,723.6252,11520,-1,Negative,,,,,724.6325,(M-H)-,,,,,,
1484,2.099,,,,586.1608,11517,-1,Negative,,,,,587.1681,(M-H)-,,,,,,
1485,0.201,,,,130.9663,11512,-1,Negative,,,,,131.9735,(M-H)-,,,,,,
1486,10.253,,,,676.5877,11509,-1,Negative,,,,,677.5949,(M-H)-,,,,,,
1487,0.531,,,,110.9758,11488,-1,Negative,,,,,111.9830,(M-H)-,,,,,,
1488,9.561,,,,822.5801,11469,-1,Negative,,,,,823.5873,(M-H)-,,,,,,
1489,6.135,,,,632.3311,11469,-1,Negative,,,,,633.3384,(M-H)-,,,,,,
1490,3.817,,,,1333.5889,11468,-1,Negative,,,,,1334.5962,(M-H)-,,,,,,
1491,6.921,,,,832.5100,11466,-1,Negative,,,,,833.5172,(M-H)-,,,,,,
1492,1.519,,,,263.1652,11466,-1,Negative,,,,,264.1724,(M-H)-,,,,,,
1493,2.012,,,,479.2830,11460,-1,Negative,,,,,480.2903,(M-H)-,,,,,,
1494,5.124,,,,717.5178,11453,-1,Negative,Sphingomyelin,SM d32:2,,C37H73N2O6P,672.5206,(M+CHO2)-,717.5188,-1.4,1.4,89.31,SM d32:2,15,,
1495,8.964,,,,791.6521,11446,-1,Negative,,,,,792.6594,(M-H)-,,,,,,
1496,1.248,,,,374.2447,11444,-1,Negative,,,,,375.2520,(M-H)-,,,,,,
1497,3.462,,,,327.1267,11443,-1,Negative,,,,,328.1340,(M-H)-,,,,,,
1498,4.219,,,,664.3799,11430,-1,Negative,,,,,665.3872,(M-H)-,,,,,,
1499,4.926,,,,465.2314,11400,-1,Negative,,,,,466.2387,(M-H)-,,,,,,
1500,12.965,,,,154.9476,11371,-1,Negative,,,,,155.9549,(M-H)-,,,,,,
1501,7.157,,,,814.5613,11370,-1,Negative,Phosphatidylcholine,PC 35:3,,C43H80NO8P,769.5622,(M+CHO2)-,814.5604,1.1,1.1,80.11,PC 35:3,5,,
1502,3.357,,,,431.3124,11368,-1,Negative,,,,,432.3197,(M-H)-,,,,,,
